a	b	c
-1.531235694	1.95229957	0.578936125
1.320474868	0.526688437	-0.847163305
-1.478286081	1.927426984	0.550859096
0.63554796	0.870937223	-0.506485183
1.571581164	0.403942991	-0.975524155
-0.881710257	1.633869442	0.247840815
0.92587054	0.730674154	-0.656544694
1.025208289	0.682699057	-0.707907346
1.279824213	0.555619984	-0.835444197
0.817743461	0.789269692	-0.607013153
0.402722251	0.997283853	-0.400006104
2.537034211	-0.069093905	-1.467940306
0.547379986	0.925809503	-0.473189489
1.941618091	0.22891934	-1.170537431
1.288216803	0.558671834	-0.846888638
1.87264626	0.266670736	-1.139316996
-0.706839198	1.561449019	0.145390179
-1.022339549	1.719443342	0.302896207
-1.689626759	2.053773614	0.635853145
-0.41358684	1.416608173	-0.003021332
0.796105838	0.813501389	-0.609607227
-0.372112186	1.3988464	-0.026734214
2.583880123	-0.078249458	-1.505630665
-0.085573901	1.265022736	-0.179448836
0.537156285	0.955870235	-0.493026521
-0.033845027	1.241676077	-0.20783105
-1.003875851	1.735618152	0.268257698
0.420117801	1.024231697	-0.444349498
-1.114200262	1.801232948	0.312967315
0.505355998	0.99243141	-0.497787408
-0.689992981	1.592944121	0.09704886
0.327921384	1.084444716	-0.4123661
1.448286386	0.524674215	-0.972960601
-0.833277383	1.668630024	0.164647359
-1.890133366	2.201635792	0.688497574
1.641315958	0.43919187	-1.080507828
-0.249794	1.391338847	-0.141544847
1.343089084	0.595446638	-0.938535722
0.523392438	1.006439405	-0.529831843
-0.405865658	1.475600452	-0.069734794
-0.597979675	1.574633015	0.02334666
1.12857448	0.714194159	-0.842768639
0.153233436	1.203833125	-0.357066561
-0.836024049	1.699148534	0.136875515
2.286629841	0.138431959	-1.4250618
0.822321238	0.871669668	-0.693990905
1.17014069	0.69798883	-0.868129521
1.981872005	0.293496506	-1.275368511
1.799493393	0.387615589	-1.187108982
0.926145207	0.824701682	-0.750846889
0.582323679	0.999359111	-0.581682791
0.642139958	0.97112949	-0.613269448
-0.116580706	1.35114597	-0.234565264
2.61485641	-0.014313181	-1.600543229
2.341868343	0.12714011	-1.469008454
1.551286355	0.524948881	-1.076235237
-0.911709952	1.756981109	0.154728843
-0.564470351	1.583422346	-0.018951994
0.828638569	0.88760033	-0.716238899
-0.077486496	1.341013825	-0.263527329
1.040864284	0.782677694	-0.823541978
-1.503006073	2.054841762	0.448164312
-0.561265908	1.584521012	-0.023255104
-0.083712271	1.346568194	-0.262855922
0.313760796	1.147984252	-0.461745048
0.09848323	1.257118442	-0.355601672
-1.076357311	1.845332194	0.231025117
2.004943999	0.307657094	-1.312601093
-0.625446333	1.624530778	0.000915555
-0.655384991	1.640369884	0.015015107
-1.948728904	2.288613544	0.66011536
2.604785302	0.019562365	-1.624347667
-1.731894894	2.187902463	0.543992431
2.847407453	-0.100375378	-1.747032075
-0.310586871	1.47932371	-0.168736839
1.842249825	0.404370251	-1.246620075
2.594561602	0.032685324	-1.627246925
1.989471114	0.339732047	-1.329203162
1.208410901	0.73094882	-0.939359722
-0.419446394	1.545793023	-0.126346629
1.584246345	0.544480728	-1.128727073
0.201147496	1.239844966	-0.440992462
1.308114872	0.687276833	-0.995391705
0.064271981	1.317819758	-0.382091739
0.180700095	1.263893551	-0.444593646
-0.605487228	1.659230323	-0.053743095
1.125553148	0.79403058	-0.919583728
1.631763665	0.544907987	-1.176671651
-0.994140446	1.858272042	0.135868404
1.169042024	0.77846614	-0.947508164
1.714804529	0.508743553	-1.223548082
1.937376019	0.397503586	-1.334879604
-1.315622425	2.026154363	0.289468062
-0.941129795	1.843073824	0.098055971
0.841547899	0.953794977	-0.795342875
0.86690878	0.943357646	-0.810266427
1.020111698	0.86690878	-0.887020478
0.241035188	1.256935331	-0.497970519
1.184423353	0.785607471	-0.970030824
-0.624897	1.69164098	-0.06674398
0.255684072	1.252265999	-0.507950072
0.193334758	1.28357799	-0.476912748
-0.057435835	1.410016175	-0.35258034
-0.375774407	1.571977905	-0.196203497
1.711355937	0.529984436	-1.241340373
1.146702475	0.812616352	-0.959318827
1.645039216	0.567613758	-1.212652974
0.901333659	0.941526536	-0.842860195
-1.276711325	2.036378063	0.240333262
-1.738151189	2.267860958	0.470290231
-0.499832148	1.64906766	-0.149235511
0.562028871	1.118381298	-0.680410169
1.922849208	0.438734092	-1.3615833
0.630695517	1.089846492	-0.720542009
0.647785882	1.081453902	-0.729239784
0.147373882	1.336313974	-0.483687857
0.59050264	1.115207373	-0.705710013
-0.667256691	1.746299631	-0.07904294
0.34397412	1.242439039	-0.58641316
0.75942259	1.035279397	-0.794701987
2.496902371	0.168034913	-1.664937284
0.303933836	1.264625996	-0.568559832
1.346385083	0.744132817	-1.090517899
2.166539506	0.341990417	-1.508529923
0.512039552	1.174077578	-0.68611713
1.344920194	0.758964812	-1.103885006
1.60750145	0.629779962	-1.237281411
1.09030427	0.889797662	-0.980101932
0.056001465	1.407818842	-0.463820307
0.588122196	1.142216254	-0.73033845
0.908108768	0.982909635	-0.891018403
-0.23853267	1.558702353	-0.320169683
-0.315988647	1.598162786	-0.282174139
2.553971984	0.165288247	-1.719260231
-0.319925535	1.602557451	-0.282631916
-0.643910031	1.765526292	-0.12161626
-0.476393933	1.687063204	-0.210669271
-1.67116306	2.285561693	0.385601367
1.998992889	0.451399274	-1.450392163
-0.486739708	1.695669424	-0.208929716
-0.494430372	1.702993866	-0.208563494
1.292733543	0.809686575	-1.102420118
-1.631488998	2.271828364	0.359660634
-0.315836055	1.61507004	-0.299233985
0.502365184	1.206274606	-0.70863979
-0.83025605	1.873287149	-0.043031098
0.2743614	1.322946867	-0.597308267
0.501754814	1.209784234	-0.711539048
2.344157231	0.288583026	-1.632740257
0.970824305	0.97769097	-0.948515275
1.153843806	0.88860744	-1.042451247
1.886104923	0.523941771	-1.410046693
0.648182623	1.143498032	-0.791680654
1.769737846	0.583178198	-1.352916044
-1.292123173	2.115115818	0.177007355
-0.999145482	1.97030549	0.028839991
-0.938474685	1.940031129	-0.001556444
1.595324564	0.676107059	-1.271431623
-0.406170843	1.677785577	-0.271614734
-0.486007263	1.721213416	-0.235206153
-1.499954222	2.228949858	0.271004364
0.478072451	1.245857112	-0.723929563
-0.806176946	1.889858699	-0.083681753
0.134098331	1.425031281	-0.559129612
-0.831812494	1.910641804	-0.07882931
-0.16583758	1.578447829	-0.412610248
-0.493697928	1.742820521	-0.249122593
0.960295419	1.020111698	-0.980407117
-0.198339793	1.600634785	-0.402294992
0.999511704	1.011413923	-1.010925626
-0.011383404	1.518143254	-0.50675985
0.340189825	1.344370861	-0.684560686
1.394817957	0.818109684	-1.212927641
1.596148564	0.717825861	-1.313974425
-0.608417005	1.820184942	-0.211767937
0.373607593	1.332285531	-0.705893124
-0.909421064	1.975188452	-0.065767388
1.091219825	0.975951415	-1.067171239
-0.283486435	1.6638081	-0.380321665
-0.002105777	1.528244881	-0.526139103
0.554979095	1.250343333	-0.805322428
1.464308603	0.795953246	-1.260261849
2.282052065	0.387157811	-1.669209876
-0.064668722	1.565660573	-0.500991852
1.603106784	0.732047487	-1.335154271
-0.304635762	1.690542314	-0.385906552
-0.281655324	1.679616688	-0.397961364
-0.849208045	1.96539201	-0.116183966
-0.22031312	1.651997436	-0.431684317
2.964598529	0.05999939	-2.024597919
0.830133976	1.131504257	-0.961638234
0.070009461	1.5122837	-0.582293161
-0.622394482	1.859370708	-0.236976226
-1.091158788	2.101077303	-0.009918516
-0.137913144	1.626972259	-0.489059114
2.327829829	0.399365215	-1.727195044
-0.456709494	1.792260506	-0.335551012
-0.690450758	1.909268471	-0.218817713
0.7637257	1.184972686	-0.948698386
2.531388287	0.302468947	-1.833857234
0.518539995	1.310495315	-0.82903531
-0.153202918	1.64741966	-0.494216742
1.341257973	0.904354991	-1.245612964
1.179265725	0.99630726	-1.175572985
-1.563432722	2.370860927	0.192571795
1.454084902	0.862941374	-1.317026276
0.655507065	1.266640217	-0.922147282
-0.034730064	1.613544115	-0.578814051
0.756736961	1.222907193	-0.979644154
0.049317911	1.57902768	-0.628345592
0.904141362	1.152409436	-1.056550798
1.339609973	0.939420759	-1.279030732
2.937894833	0.141636402	-2.079531236
1.568956572	0.830011902	-1.398968474
-0.05752739	1.647328104	-0.589800714
2.343699454	0.44758446	-1.791283914
0.997009186	1.122348704	-1.119357891
-1.905392621	2.573961608	0.331431013
0.209540086	1.518967254	-0.72850734
2.068880276	0.589648122	-1.658528397
-0.623310038	1.93795587	-0.314645833
0.603045747	1.326975311	-0.930021058
2.349955748	0.453535569	-1.803491317
-0.811456648	2.035157323	-0.223700674
-0.144505142	1.701895199	-0.557390057
1.931058687	0.664571062	-1.595629749
0.255409406	1.505233924	-0.76064333
-0.276070437	1.771385846	-0.495315409
-0.308023316	1.787957396	-0.47993408
-0.321787164	1.796655171	-0.474868007
-0.607318339	1.942320017	-0.335001679
0.208716086	1.534989471	-0.743705557
-0.929715873	2.104586932	-0.174871059
1.085421308	1.097476119	-1.182897427
1.927396466	0.680227058	-1.607623524
-0.199102756	1.746757408	-0.547654653
1.475753044	0.909573656	-1.385326701
-1.52375866	2.410077212	0.113681448
0.441358684	1.428876614	-0.870235298
1.265785699	1.018890957	-1.284676656
2.685354167	0.31101413	-1.996368297
1.671681875	0.819147313	-1.490829188
2.652241585	0.329477828	-1.981719413
-0.598803674	1.956053346	-0.357249672
0.24140141	1.535996582	-0.777397992
1.801538133	0.756584368	-1.558122501
0.23731193	1.540910062	-0.778221992
